Source File,Record ID,Indication,Intervention,Comparator,Intervention Type,Outcome Direction,Intervention Cluster,Cluster X,Cluster Y
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1812,major depressive disorder,Lactobacillus Plantarum 299v,Placebo,Dietary Supplement,Positive,4,0.0022367659058383895,0.18113337599405036
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1813,major depressive disorder,Lactobacillus Plantarum 299v,Placebo,Dietary Supplement,Positive,4,0.0022367659058383895,0.18113337599405036
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1814,major depressive disorder,Lactobacillus Plantarum 299v,Placebo,Dietary Supplement,Positive,4,0.0022367659058383895,0.18113337599405036
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1815,depression,RO DBT,Usual care,Behavioral,Positive,5,0.3986971695201888,-0.00809007405071638
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1816,md,tDCS,Sham,Device,Positive,4,0.0006404593901391321,0.0034702647211822544
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1817,bipolar,N-acetylcysteine,Placebo,Dietary Supplement,Mixed or Unknown,4,0.0029003405416354205,0.23576276356712428
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1818,bipolar,N-acetylcysteine + selected nutraceuticals,Placebo,Combination Product,Mixed or Unknown,4,0.004065810360426558,0.328936653221418
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1819,gad and umd,Pregabalin|||,Placebo,Drug,Neutral,4,0.002892741325958517,0.23357418022879506
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1820,major depressive disorder,Escitalopram|||,Sertraline|ER + Venlafaxine|ER,Drug,Positive,4,0.002398453690321973,0.037982453686403225
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1821,major depressive disorder,Sertraline|||,Escitalopram|ER + Venlafaxine|ER,Drug,Mixed or Unknown,4,0.0023458743563691503,0.03722284607616825
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1822,major depressive disorder,Venlafaxine|ER||,Escitalopram + Sertraline,Drug,Mixed or Unknown,4,0.0024465604884202842,0.03634896569789836
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1823,depression,Escitalopram|||,Placebo,Drug,Positive,4,0.006304760092650952,0.3453841103668188
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1824,depression,Escitalopram|||,Medical Treatment Only|||,Drug,Positive,4,0.0037791151627981365,0.023151304036821745
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1825,major depressive disorder || anxiety,Morita Therapy + Usual care,Usual care,Combination Product,Positive,5,0.7432678680731025,-0.012990062815810907
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1826,major depressive disorder || diabetes,Behavioral activation,Usual care,Behavioral,Neutral,5,0.36328822355333373,-0.006790121541131691
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1827,parkinson disease,Duloxetine|||,Antidepressant|||,Drug,Neutral,4,0.0015880644640877697,0.019566722101773723
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1828,treatment-resistant depression,Ketamine|||,Midazolam|||,Drug,Neutral,4,0.0010667833916228006,0.022305585801819214
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1829,treatment-resistant depression,D-cycloserine|||,Placebo,Drug,Positive,4,0.0029054100377988792,0.23041558458021502
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1830,depression || anxiety,Implementation intentions,Control,Behavioral,Positive,2,0.0037766927743825454,0.004636767797588058
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1831,secondary adrenal insufficiency,Hydrocortisone|||0.4-0.6 mg/kg/day,Hydrocortisone|||0.2-0.3 mg/kg/day,Drug,Positive,1,0.0015256609239111436,0.08803701656846363
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1832,major depressive disorder,Esketamine||nasal spray|84 mg,Placebo,Drug,Positive,1,0.0019627271568888804,0.16667170234750894
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1833,,MBSR,Usual care,Behavioral,Positive,5,0.417840148978833,-0.008414619795388894
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1834,major depressive disorder,Cognitive therapy,,Behavioral,Positive,4,0.017570823834796027,0.0046119379835552025
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1835,major depressive disorder,Continuation-phase treatment,Fluoxetine|||,Behavioral,Neutral,4,0.00025416539731054264,0.009207847002598595
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1836,major depressive disorder,Continuation-phase treatment,Placebo,Behavioral,Neutral,4,0.002304456276678716,0.18242347865347777
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1837,major depressive disorder,NIR t-PBM,Sham,Device,Neutral,4,0.0005741879323713111,0.001452194695652646
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1838,major depressive disorder,10 Hz-tACS,Sham,Device,Positive,4,0.0005231041720964403,0.010453477564829066
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1839,major depressive disorder,40 Hz-tACS,Sham,Device,Neutral,4,0.00032639014915093604,0.005774528887915436
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1840,major depressive disorder,Basimglurant|MR||1.5 mg,Placebo,Drug,Positive,1,0.003033478086906898,0.2528613436779798
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1841,major depressive disorder,Basimglurant|MR||0.5 mg,Placebo,Drug,Neutral,1,0.003033478086906898,0.2528613436779798
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1842,major depressive disorder,Ketamine|||,Propofol|||,Drug,Positive,4,0.001054899061192484,0.02062033535185701
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1843,treatment-resistant depression,BIS monitoring,No-BIS monitoring,Diagnostic Test,Positive,4,0.0037178798614991107,-3.702716691048284e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1845,major depressive disorder,Citalopram|||,,Drug,Neutral,4,0.00015065405099304476,0.01968698880181505
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1846,depression,DBS,,Device,Positive,4,5.636397695119061e-06,3.512027462956821e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1847,depression || anxiety,PiP program,Educational factsheets,Behavioral,Positive,4,0.010850257833114147,0.00037177608438551484
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1848,major depressive disorder,Escitalopram + Nortriptyline,,Drug,Positive,4,0.0016681659917390482,0.01633864234436681
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1849,depressive symptoms || anxiety,Sertraline|||,Placebo,Drug,Neutral,4,0.00460411379473911,0.33010815452250775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1850,major depressive disorder || anxiety,CBT,,Behavioral,Positive,3,0.1308615501450786,0.02387727243875707
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1851,major depressive disorder,Sertraline|||,Placebo,Drug,Positive,4,0.00460411379473911,0.33010815452250775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1852,major depressive disorder,Salmonella typhi vaccine,Placebo,Biological,Positive,4,0.003596916619486412,0.28833745858812115
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1853,major depressive disorder,Trier Social Stress Test,Placebo,Behavioral,Positive,4,0.004566021473110076,0.21683283013189372
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1854,visual impairment,Alexander technique,Usual care,Procedure,Neutral,5,0.5041447957448317,-0.010136678556802607
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1855,substance use,Ecologically based family therapy,Individual treatment,Behavioral,Positive,4,0.011750921090588944,0.002121952096627181
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1856,major depressive disorder || obesity,L-methylfolate calcium,Placebo,Dietary Supplement,Positive,4,0.003605223497028136,0.2876412253070291
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1857,bipolar depression || metabolic || diabetes,Pioglitazone|||30 mg/day,Placebo,Drug,Positive,1,0.003144260338190725,0.2689732816557275
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1858,major depressive disorder,MM + CBT,MM,Behavioral,Positive,4,0.02777944211257989,0.005906526810712377
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1859,major depressive disorder || alcohol use,supportive SMS text messages,Usual care,Behavioral,Mixed or Unknown,5,0.3112365032632952,-0.005806584715269138
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1860,depression,WFI,Usual care,Behavioral,Positive,5,0.9643459172860044,-0.01940933526535661
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1861,depression,Escitalopram|||,Placebo,Drug,Neutral,4,0.006304760092650952,0.3453841103668188
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1862,depression,Escitalopram|||,Usual care,Drug,Neutral,5,0.6790810288436349,0.013666026266595938
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1863,depression,Placebo,Usual care,Drug,Neutral,5,0.8528818036976602,0.4451551426370243
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1864,major depressive disorder,rTMS,rTMS,Device,Neutral,0,0.00045001978816451625,0.0034069950664032647
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1865,major depressive disorder,RFCBT,CBT,Behavioral,Positive,3,0.1308615501450786,0.02387727243875707
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1866,depressive episode,minocycline + celecoxib,Placebo,Combination Product,Neutral,4,0.002328446461300308,0.18849062824037469
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1867,depressive episode,Minocycline|||,Placebo,Drug,Neutral,4,0.002743022473018766,0.22154771164960363
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1868,depressive episode,Celecoxib|||,Placebo,Drug,Neutral,4,0.002763909076895976,0.22270821555953246
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1869,major depressive disorder,Desvenlafaxine|||,Placebo,Drug,Positive,4,0.004175103977263038,0.3365026443881119
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1870,unipolar depressive disorder,Ketamine|||,Midazolam|||,Drug,Positive,4,0.0010667833916228006,0.022305585801819214
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1871,treatment-resistant depression,Esketamine + Antidepressant,Antidepressant + Placebo,Combination Product,Neutral,4,0.003065732943136816,0.15016323248318855
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1872,anxiety,ITV,UC,Combination Product,Positive,4,0.0,0.0
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1873,depression || adjustment disorders || anxiety,Mindfulness-based therapy,Usual care,Behavioral,Neutral,5,0.3577107995771354,-0.004404031113042098
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1874,depression || anxiety,CBT,Usual care,Behavioral,Positive,5,0.7143227034202324,-0.0011739776810850851
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1875,depression || cancer || anxiety,Cognitive therapy,Bright light therapy,Behavioral,Mixed or Unknown,4,0.01466132668215511,0.008920882626002935
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1876,depression || cancer || anxiety,Bright light therapy,Cognitive therapy,Behavioral,Mixed or Unknown,4,0.014987622606471893,0.009105938217971626
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1877,major depressive disorder,rTMS,iTBS,Device,Positive,0,0.00034084929074933385,0.0033909246939014983
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1878,major depressive disorder,rTMS,random alpha phase control condition,Device,Positive,4,0.0033081190950853146,0.005177644038145386
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1879,depressive disorder,Duloxetine|||,Placebo,Drug,Neutral,4,0.0035024590117001793,0.2839145536922939
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1880,major depressive disorder,Bupropion|ER||150 mg,Escitalopram|||10 mg,Drug,Neutral,1,0.001972380695880392,0.07224593496609892
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1881,major depressive disorder,Bupropion|ER||300 mg,Escitalopram|||10 mg,Drug,Neutral,1,0.0020325093932604356,0.07616659163749855
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1882,major depressive disorder,Bupropion|ER||300 mg,Escitalopram|||10-20 mg,Drug,Neutral,1,0.0018813353308123092,0.07394705093544826
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1883,major depressive disorder,Ketamine||IV|0.1 mg/kg,Placebo,Drug,Positive,1,0.004204263704644687,0.2530033476586775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1884,major depressive disorder,Ketamine||IV|0.2 mg/kg,Placebo,Drug,Positive,1,0.004204263704644687,0.2530033476586775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1885,major depressive disorder,Ketamine||IV|0.3 mg/kg,Placebo,Drug,Positive,1,0.004204263704644687,0.2530033476586775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1886,major depressive disorder,Ketamine||IV|0.4 mg/kg,Placebo,Drug,Positive,1,0.004204263704644687,0.2530033476586775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1887,major depressive disorder,Ketamine||IV|0.5 mg/kg,Placebo,Drug,Positive,1,0.004204263704644687,0.2530033476586775
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1888,major depressive disorder,Ketamine||IV|0.1 mg/kg,Ketamine||IV|0.2 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1889,major depressive disorder,Ketamine||IV|0.1 mg/kg,Ketamine||IV|0.3 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1890,major depressive disorder,Ketamine||IV|0.1 mg/kg,Ketamine||IV|0.4 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1891,major depressive disorder,Ketamine||IV|0.1 mg/kg,Ketamine||IV|0.5 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1892,major depressive disorder,Ketamine||IV|0.2 mg/kg,Ketamine||IV|0.3 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1893,major depressive disorder,Ketamine||IV|0.2 mg/kg,Ketamine||IV|0.4 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1894,major depressive disorder,Ketamine||IV|0.2 mg/kg,Ketamine||IV|0.5 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1895,major depressive disorder,Ketamine||IV|0.3 mg/kg,Ketamine||IV|0.4 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1896,major depressive disorder,Ketamine||IV|0.3 mg/kg,Ketamine||IV|0.5 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1897,major depressive disorder,Ketamine||IV|0.4 mg/kg,Ketamine||IV|0.5 mg/kg,Drug,Neutral,1,0.0021859277823347476,0.08342647287195387
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1898,depression,Individual Enabling and Support,Traditional Vocational Rehabilitation,Behavioral,Positive,4,0.006907508063936103,0.0008238072174159073
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1899,depression,Light therapy,Usual care,Other,Neutral,5,0.4044390338377125,-0.0006639322362859465
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1900,major depressive disorder,Emotional memory reactivation,Control memory reactivation,Behavioral,Neutral,2,0.0056715412077850795,0.00439209982372736
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1901,depression || anxiety,Bounce Back,Waitlist,Behavioral,Positive,4,0.013654606942433907,0.010569501651563977
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1902,major depressive disorder,Probiotic + Biotin,Biotin + Placebo,Combination Product,Neutral,4,0.004453535944829595,0.36202508313038884
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1903,treatment-resistant depression,CBT,Usual care,Behavioral,Positive,5,0.7143227034202324,-0.0011739776810850851
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1904,major depressive disorder,Epa-enriched N-3|IR||1060 mg/day,Placebo,Dietary Supplement,Positive,1,0.0026235334963568818,0.21305376254949074
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1905,major depressive disorder,Dha-enriched N-3|IR||900 mg/day,Placebo,Dietary Supplement,Negative,1,0.0025189163428301214,0.20532070031599203
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1906,bipolar depression,N-acetylcysteine|||3 g/day,Placebo,Dietary Supplement,Neutral,1,0.003783591099276394,0.3192392965694527
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1907,major depressive disorder || anxiety || alcohol use,Preventive cognitive therapy,Antidepressant|||,Behavioral,Positive,4,0.010079561261219684,0.0054899504453564
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1908,major depressive disorder || anxiety || alcohol use,Antidepressant|||,Antidepressant|||,Drug,Neutral,4,0.0018002161438622952,0.008785870117473895
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1909,depression,Cognitive-behavioral smoking cessation treatment + Behavioral activation,Cognitive-behavioral smoking cessation treatment,Combination Product,Mixed or Unknown,4,0.011083159380934989,0.0007407569049533287
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1910,depression,Cognitive-behavioral smoking cessation treatment,Waitlist,Behavioral,Mixed or Unknown,4,0.011593027363886333,0.003142925468768041
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1911,complicated grief,Complicated grief treatment,Placebo,Behavioral,Positive,4,0.002231122573062643,0.17753780483758508
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1912,complicated grief,Complicated grief treatment + Citalopram,Complicated grief treatment + Placebo,Combination Product,Neutral,4,0.001154023968514287,0.09279103607076439
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1913,complicated grief,Citalopram|||,Placebo,Drug,Neutral,4,0.0034853032841621395,0.2882821451446523
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1914,complicated grief,Citalopram|||,Complicated Grief Treatment + Citalopram,Drug,Negative,4,0.00012506707992445478,0.013948135286772346
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1915,dysthymic disorder,Work-focused intervention,Usual care,Behavioral,Positive,5,0.2975713774063722,-0.003927604139807999
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1916,dysthymic disorder,Work-focused intervention,Usual care,Behavioral,Neutral,5,0.2975713774063722,-0.003927604139807999
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1917,dysthymic disorder,Work-focused intervention,Usual care,Behavioral,Positive,5,0.2975713774063722,-0.003927604139807999
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1918,major depressive disorder || anxiety,Venlafaxine|ER||,Placebo,Drug,Positive,4,0.003773404943182004,0.2384065397088267
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1919,major depressive disorder || anxiety,Venlafaxine|ER||,Placebo,Drug,Neutral,4,0.003773404943182004,0.2384065397088267
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1920,major depressive disorder,Duloxetine|||,Placebo,Drug,Positive,4,0.0035024590117001793,0.2839145536922939
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1921,major depressive disorder,tDCS + ECT,Sham + ECT,Combination Product,Neutral,4,0.0003901228386720398,0.0029857346126843085
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1922,major depressive disorder,tDCS + ECT,Sham + ECT,Combination Product,Neutral,4,0.0003901228386720398,0.0029857346126843085
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1923,insomnia,CBTi,Control,Behavioral,Positive,2,0.0074174318340434935,0.008055605319972424
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1924,major depressive disorder,TBCT + AD,Usual care,Combination Product,Positive,5,0.49342927338407194,-0.009913947357866992
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1925,major depressive disorder,BA + AD,Usual care,Combination Product,Positive,5,0.40962112991564226,-0.007461022042806032
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1926,major depressive disorder,Brief cognitive therapies,,Behavioral,Positive,4,0.008601715947420504,0.000957287833408806
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1928,major depressive disorder,Psychosocial program based on personal predictors of risk,Usual care,Behavioral,Neutral,5,0.323655245558691,-0.0059316847751411765
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1930,major depressive disorder,Same|||,Placebo,Dietary Supplement,Positive,7,0.012067381573906716,0.9672357958047149
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1931,major depressive disorder,Escitalopram|||,Placebo,Drug,Positive,4,0.006304760092650952,0.3453841103668188
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1932,depression || anxiety,Pharmacogenetic testing-guided treatment,Standard care,Diagnostic Test,Positive,6,0.1149361009207796,-0.002072389400267043
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1933,depression || anxiety,Pharmacogenetic testing-guided treatment,Standard care,Diagnostic Test,Positive,6,0.1149361009207796,-0.002072389400267043
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1934,major depressive disorder,CBT,Waitlist,Behavioral,Positive,3,0.07297340625736201,0.018706260101387245
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1936,depression,MBCT,m-ADM,Behavioral,Neutral,4,0.0063502615599261465,4.852247106517357e-06
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1937,depression,Depression CAREPATH,Usual care,Behavioral,Positive,5,0.6174655198425203,-0.012379051007955772
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1938,major depressive disorder,sTMS,Sham,Device,Neutral,0,0.0008845038961771501,0.0030615664169361518
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1939,major depressive disorder,sTMS,Sham,Device,Positive,0,0.0008845038961771501,0.0030615664169361518
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1940,chronic schizophrenia,Clozapine|||,Quetiapine|||,Drug,Positive,4,6.197872990468862e-05,0.006605722198029252
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1941,chronic schizophrenia,Clozapine|||,Olanzapine|||,Drug,Neutral,4,2.5652526810492644e-05,0.00311297354945842
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1942,chronic schizophrenia,Clozapine|||,Risperidone|||,Drug,Neutral,4,3.4603987209377736e-05,0.004539930573267343
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1943,treatment-resistant depression,Esketamine|||,,Drug,Mixed or Unknown,4,9.370163349249982e-05,0.01093772227547836
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1944,depressive episode,Ketamine|||,Placebo,Drug,Positive,4,0.004411955850601155,0.3400420138153281
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1945,major depressive disorder || anxiety || insomnia,Vortioxetine|||,Venlafaxine|ER||,Drug,Neutral,4,0.0012417708602070442,0.029612945811856604
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1946,diabetes,TTIM,Usual care,Behavioral,Positive,5,0.9643459172860044,-0.01940933526535661
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1947,depressive symptoms || diabetes || anxiety || insomnia,DIL intervention,Usual care,Behavioral,Positive,5,0.6504553122192459,-0.008726769573468704
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1948,major depressive disorder,CBT,CBT,Behavioral,Neutral,3,0.10381829863950241,0.019569447927047
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1949,depression,Pharmaceutical medication management,Standard care,Other,Positive,6,0.12163410373070181,-0.000875024349635322
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1950,depression,Psychological counselling,Standard care,Behavioral,Neutral,6,0.13026856195507863,-0.002274935169960657
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1951,depression || anxiety,Tele-nursing,Usual care,Behavioral,Positive,5,0.40027457047163495,-0.008040365651042082
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1952,major depressive disorder,Duloxetine|||,Placebo,Drug,Positive,4,0.0035024590117001793,0.2839145536922939
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1953,persistent post-concussive,Exercise + Neuropsychological treatment + Physiotherapeutic coaching,Usual care,Combination Product,Positive,5,0.4219168108844378,-0.00217580781868873
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1954,depression,article about a high-similarity character with severe depression,article about a low-similarity character with severe depression,Combination Product,Positive,4,0.002318168579499511,0.00011907251676936932
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1955,depression,article about a high-similarity character with severe depression,no article,Combination Product,Positive,4,0.0018974491677464758,0.00012550252261460135
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1956,depression,article about a low-similarity character with severe depression,no article,Combination Product,Positive,4,0.0019948981498308436,7.457464718945354e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1957,depression || anxiety,Child STEPs with internal supervision,Child STEPs with external supervision,Combination Product,Neutral,4,0.0020715975967243584,-3.390479972136875e-05
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1958,treatment-resistant depression,Esketamine||nasal spray|28 mg,Placebo,Drug,Positive,1,0.0025203235252578226,0.2130776429525967
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1959,treatment-resistant depression,Esketamine||nasal spray|56 mg,Placebo,Drug,Positive,1,0.0025203235252578226,0.2130776429525967
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1960,treatment-resistant depression,Esketamine||nasal spray|84 mg,Placebo,Drug,Positive,1,0.0019627271568888804,0.16667170234750894
Step2C_population_standardized_output.xlsx,S2-Step1-cleaned-abstracts-1961,depression,Community engagement and planning,Resources for services,Other,Positive,4,0.0025349160888665082,-2.0217451665286528e-05
